ligand_id,file_prefix,label,train_test_split,atom_count,xsize,ysize,zsize,p_atom_count1,p_atom_count2,p_xsize,p_ysize,p_zsize
3i5n,2/pdbbind2016_general_train_3dnn/3i5n,7.85,0,0,0,0,0,0,0,0,0,0
3i5r,2/pdbbind2016_general_train_3dnn/3i5r,4.4,0,0,0,0,0,0,0,0,0,0
3i6c,2/pdbbind2016_general_train_3dnn/3i6c,4.92,0,0,0,0,0,0,0,0,0,0
3i6m,2/pdbbind2016_general_train_3dnn/3i6m,6.46,0,0,0,0,0,0,0,0,0,0
3i6z,2/pdbbind2016_general_train_3dnn/3i6z,7.3,0,0,0,0,0,0,0,0,0,0
3i7b,2/pdbbind2016_general_train_3dnn/3i7b,7.18,0,0,0,0,0,0,0,0,0,0
3i7c,2/pdbbind2016_general_train_3dnn/3i7c,7.74,0,0,0,0,0,0,0,0,0,0
3i7g,2/pdbbind2016_general_train_3dnn/3i7g,6.37,0,0,0,0,0,0,0,0,0,0
3i7i,2/pdbbind2016_general_train_3dnn/3i7i,6.21,0,0,0,0,0,0,0,0,0,0
3i81,2/pdbbind2016_general_train_3dnn/3i81,7.89,0,0,0,0,0,0,0,0,0,0
3i8t,2/pdbbind2016_general_train_3dnn/3i8t,3.22,0,0,0,0,0,0,0,0,0,0
3i90,2/pdbbind2016_general_train_3dnn/3i90,3.3,0,0,0,0,0,0,0,0,0,0
3i91,2/pdbbind2016_general_train_3dnn/3i91,3.3,0,0,0,0,0,0,0,0,0,0
3i97,2/pdbbind2016_general_train_3dnn/3i97,5.52,0,0,0,0,0,0,0,0,0,0
3ia6,2/pdbbind2016_general_train_3dnn/3ia6,8.52,0,0,0,0,0,0,0,0,0,0
3iaf,2/pdbbind2016_general_train_3dnn/3iaf,2.92,0,0,0,0,0,0,0,0,0,0
3iaw,2/pdbbind2016_general_train_3dnn/3iaw,5.8,0,0,0,0,0,0,0,0,0,0
3ibc,2/pdbbind2016_general_train_3dnn/3ibc,4.91,0,0,0,0,0,0,0,0,0,0
3idp,2/pdbbind2016_general_train_3dnn/3idp,8.8,0,0,0,0,0,0,0,0,0,0
3ie3,2/pdbbind2016_general_train_3dnn/3ie3,6.68,0,0,0,0,0,0,0,0,0,0
3iej,2/pdbbind2016_general_train_3dnn/3iej,6.66,0,0,0,0,0,0,0,0,0,0
3ieo,2/pdbbind2016_general_train_3dnn/3ieo,6.48,0,0,0,0,0,0,0,0,0,0
3iet,2/pdbbind2016_general_train_3dnn/3iet,6.85,0,0,0,0,0,0,0,0,0,0
3if7,2/pdbbind2016_general_train_3dnn/3if7,7.21,0,0,0,0,0,0,0,0,0,0
3ifo,2/pdbbind2016_general_train_3dnn/3ifo,7.26,0,0,0,0,0,0,0,0,0,0
3ifp,2/pdbbind2016_general_train_3dnn/3ifp,7.61,0,0,0,0,0,0,0,0,0,0
3ig1,2/pdbbind2016_general_train_3dnn/3ig1,6.14,0,0,0,0,0,0,0,0,0,0
3ig6,2/pdbbind2016_general_train_3dnn/3ig6,7.6,0,0,0,0,0,0,0,0,0,0
3ig7,2/pdbbind2016_general_train_3dnn/3ig7,7.2,0,0,0,0,0,0,0,0,0,0
3igb,2/pdbbind2016_general_train_3dnn/3igb,4.42,0,0,0,0,0,0,0,0,0,0
3igg,2/pdbbind2016_general_train_3dnn/3igg,7.18,0,0,0,0,0,0,0,0,0,0
3ii5,2/pdbbind2016_general_train_3dnn/3ii5,7.62,0,0,0,0,0,0,0,0,0,0
3iit,2/pdbbind2016_general_train_3dnn/3iit,8.02,0,0,0,0,0,0,0,0,0,0
3iiw,2/pdbbind2016_general_train_3dnn/3iiw,4.44,0,0,0,0,0,0,0,0,0,0
3iiy,2/pdbbind2016_general_train_3dnn/3iiy,4.8,0,0,0,0,0,0,0,0,0,0
3ij0,2/pdbbind2016_general_train_3dnn/3ij0,4.88,0,0,0,0,0,0,0,0,0,0
3ij1,2/pdbbind2016_general_train_3dnn/3ij1,4.7,0,0,0,0,0,0,0,0,0,0
3ijg,2/pdbbind2016_general_train_3dnn/3ijg,4.27,0,0,0,0,0,0,0,0,0,0
3ijz,2/pdbbind2016_general_train_3dnn/3ijz,5.22,0,0,0,0,0,0,0,0,0,0
3ik1,2/pdbbind2016_general_train_3dnn/3ik1,4.85,0,0,0,0,0,0,0,0,0,0
3ik3,2/pdbbind2016_general_train_3dnn/3ik3,8.7,0,0,0,0,0,0,0,0,0,0
3ika,2/pdbbind2016_general_train_3dnn/3ika,7.85,0,0,0,0,0,0,0,0,0,0
3il5,2/pdbbind2016_general_train_3dnn/3il5,5.8,0,0,0,0,0,0,0,0,0,0
3il6,2/pdbbind2016_general_train_3dnn/3il6,6.57,0,0,0,0,0,0,0,0,0,0
3ilq,2/pdbbind2016_general_train_3dnn/3ilq,5.21,0,0,0,0,0,0,0,0,0,0
3img,2/pdbbind2016_general_train_3dnn/3img,2.96,0,0,0,0,0,0,0,0,0,0
3imy,2/pdbbind2016_general_train_3dnn/3imy,9.7,0,0,0,0,0,0,0,0,0,0
3in3,2/pdbbind2016_general_train_3dnn/3in3,7.22,0,0,0,0,0,0,0,0,0,0
3in4,2/pdbbind2016_general_train_3dnn/3in4,7.52,0,0,0,0,0,0,0,0,0,0
3ind,2/pdbbind2016_general_train_3dnn/3ind,5.82,0,0,0,0,0,0,0,0,0,0
3ine,2/pdbbind2016_general_train_3dnn/3ine,6.77,0,0,0,0,0,0,0,0,0,0
3inf,2/pdbbind2016_general_train_3dnn/3inf,7.4,0,0,0,0,0,0,0,0,0,0
3iny,2/pdbbind2016_general_train_3dnn/3iny,3.66,0,0,0,0,0,0,0,0,0,0
3io7,2/pdbbind2016_general_train_3dnn/3io7,7.77,0,0,0,0,0,0,0,0,0,0
3ioi,2/pdbbind2016_general_train_3dnn/3ioi,6.28,0,0,0,0,0,0,0,0,0,0
3iok,2/pdbbind2016_general_train_3dnn/3iok,7.96,0,0,0,0,0,0,0,0,0,0
3ion,2/pdbbind2016_general_train_3dnn/3ion,8.1,0,0,0,0,0,0,0,0,0,0
3iop,2/pdbbind2016_general_train_3dnn/3iop,7.77,0,0,0,0,0,0,0,0,0,0
3ipa,2/pdbbind2016_general_train_3dnn/3ipa,6.22,0,0,0,0,0,0,0,0,0,0
3ipb,2/pdbbind2016_general_train_3dnn/3ipb,6.7,0,0,0,0,0,0,0,0,0,0
3ipe,2/pdbbind2016_general_train_3dnn/3ipe,6.82,0,0,0,0,0,0,0,0,0,0
3ips,2/pdbbind2016_general_train_3dnn/3ips,7.19,0,0,0,0,0,0,0,0,0,0
3ipx,2/pdbbind2016_general_train_3dnn/3ipx,6.92,0,0,0,0,0,0,0,0,0,0
3ipy,2/pdbbind2016_general_train_3dnn/3ipy,6.29,0,0,0,0,0,0,0,0,0,0
3iqg,2/pdbbind2016_general_train_3dnn/3iqg,4.6,0,0,0,0,0,0,0,0,0,0
3iqi,2/pdbbind2016_general_train_3dnn/3iqi,4.41,0,0,0,0,0,0,0,0,0,0
3iqj,2/pdbbind2016_general_train_3dnn/3iqj,4.93,0,0,0,0,0,0,0,0,0,0
3iqv,2/pdbbind2016_general_train_3dnn/3iqv,5.18,0,0,0,0,0,0,0,0,0,0
3irx,2/pdbbind2016_general_train_3dnn/3irx,9.0,0,0,0,0,0,0,0,0,0,0
3is9,2/pdbbind2016_general_train_3dnn/3is9,6.42,0,0,0,0,0,0,0,0,0,0
3ith,2/pdbbind2016_general_train_3dnn/3ith,8.1,0,0,0,0,0,0,0,0,0,0
3itu,2/pdbbind2016_general_train_3dnn/3itu,4.4,0,0,0,0,0,0,0,0,0,0
3itz,2/pdbbind2016_general_train_3dnn/3itz,8.85,0,0,0,0,0,0,0,0,0,0
3iu7,2/pdbbind2016_general_train_3dnn/3iu7,4.8,0,0,0,0,0,0,0,0,0,0
3iu8,2/pdbbind2016_general_train_3dnn/3iu8,6.24,0,0,0,0,0,0,0,0,0,0
3iu9,2/pdbbind2016_general_train_3dnn/3iu9,6.62,0,0,0,0,0,0,0,0,0,0
3iuc,2/pdbbind2016_general_train_3dnn/3iuc,5.66,0,0,0,0,0,0,0,0,0,0
3iux,2/pdbbind2016_general_train_3dnn/3iux,7.6,0,0,0,0,0,0,0,0,0,0
3ivh,2/pdbbind2016_general_train_3dnn/3ivh,7.33,0,0,0,0,0,0,0,0,0,0
3ivi,2/pdbbind2016_general_train_3dnn/3ivi,7.92,0,0,0,0,0,0,0,0,0,0
3ivq,2/pdbbind2016_general_train_3dnn/3ivq,4.12,0,0,0,0,0,0,0,0,0,0
3iw4,2/pdbbind2016_general_train_3dnn/3iw4,8.68,0,0,0,0,0,0,0,0,0,0
3iw7,2/pdbbind2016_general_train_3dnn/3iw7,5.64,0,0,0,0,0,0,0,0,0,0
3iw8,2/pdbbind2016_general_train_3dnn/3iw8,4.87,0,0,0,0,0,0,0,0,0,0
3iwy,2/pdbbind2016_general_train_3dnn/3iwy,7.28,0,0,0,0,0,0,0,0,0,0
3ixg,2/pdbbind2016_general_train_3dnn/3ixg,7.57,0,0,0,0,0,0,0,0,0,0
3ixj,2/pdbbind2016_general_train_3dnn/3ixj,9.49,0,0,0,0,0,0,0,0,0,0
3ixk,2/pdbbind2016_general_train_3dnn/3ixk,8.18,0,0,0,0,0,0,0,0,0,0
3jpv,2/pdbbind2016_general_train_3dnn/3jpv,6.92,0,0,0,0,0,0,0,0,0,0
3jpx,2/pdbbind2016_general_train_3dnn/3jpx,3.63,0,0,0,0,0,0,0,0,0,0
3jq7,2/pdbbind2016_general_train_3dnn/3jq7,5.92,0,0,0,0,0,0,0,0,0,0
3jq8,2/pdbbind2016_general_train_3dnn/3jq8,4.46,0,0,0,0,0,0,0,0,0,0
3jq9,2/pdbbind2016_general_train_3dnn/3jq9,6.4,0,0,0,0,0,0,0,0,0,0
3jqa,2/pdbbind2016_general_train_3dnn/3jqa,4.46,0,0,0,0,0,0,0,0,0,0
3jqb,2/pdbbind2016_general_train_3dnn/3jqb,6.02,0,0,0,0,0,0,0,0,0,0
3jqg,2/pdbbind2016_general_train_3dnn/3jqg,4.74,0,0,0,0,0,0,0,0,0,0
3jsi,2/pdbbind2016_general_train_3dnn/3jsi,8.68,0,0,0,0,0,0,0,0,0,0
3jsw,2/pdbbind2016_general_train_3dnn/3jsw,7.18,0,0,0,0,0,0,0,0,0,0
3juq,2/pdbbind2016_general_train_3dnn/3juq,4.91,0,0,0,0,0,0,0,0,0,0
3jvk,2/pdbbind2016_general_train_3dnn/3jvk,3.93,0,0,0,0,0,0,0,0,0,0
3jwq,2/pdbbind2016_general_train_3dnn/3jwq,7.6,0,0,0,0,0,0,0,0,0,0
3jwr,2/pdbbind2016_general_train_3dnn/3jwr,8.07,0,0,0,0,0,0,0,0,0,0
3jy9,2/pdbbind2016_general_train_3dnn/3jy9,9.0,0,0,0,0,0,0,0,0,0,0
3jyj,2/pdbbind2016_general_train_3dnn/3jyj,5.74,0,0,0,0,0,0,0,0,0,0
3jzc,2/pdbbind2016_general_train_3dnn/3jzc,8.53,0,0,0,0,0,0,0,0,0,0
3jzf,2/pdbbind2016_general_train_3dnn/3jzf,5.3,0,0,0,0,0,0,0,0,0,0
3jzi,2/pdbbind2016_general_train_3dnn/3jzi,5.3,0,0,0,0,0,0,0,0,0,0
3jzk,2/pdbbind2016_general_train_3dnn/3jzk,5.91,0,0,0,0,0,0,0,0,0,0
3jzo,2/pdbbind2016_general_train_3dnn/3jzo,8.52,0,0,0,0,0,0,0,0,0,0
3jzp,2/pdbbind2016_general_train_3dnn/3jzp,6.6,0,0,0,0,0,0,0,0,0,0
3jzr,2/pdbbind2016_general_train_3dnn/3jzr,7.44,0,0,0,0,0,0,0,0,0,0
3jzs,2/pdbbind2016_general_train_3dnn/3jzs,8.1,0,0,0,0,0,0,0,0,0,0
3k05,2/pdbbind2016_general_train_3dnn/3k05,4.85,0,0,0,0,0,0,0,0,0,0
3k0h,2/pdbbind2016_general_train_3dnn/3k0h,4.6,0,0,0,0,0,0,0,0,0,0
3k0k,2/pdbbind2016_general_train_3dnn/3k0k,5.43,0,0,0,0,0,0,0,0,0,0
3k15,2/pdbbind2016_general_train_3dnn/3k15,4.92,0,0,0,0,0,0,0,0,0,0
3k16,2/pdbbind2016_general_train_3dnn/3k16,5.8,0,0,0,0,0,0,0,0,0,0
3k22,2/pdbbind2016_general_train_3dnn/3k22,7.9,0,0,0,0,0,0,0,0,0,0
3k23,2/pdbbind2016_general_train_3dnn/3k23,8.2,0,0,0,0,0,0,0,0,0,0
3k27,2/pdbbind2016_general_train_3dnn/3k27,4.44,0,0,0,0,0,0,0,0,0,0
3k39,2/pdbbind2016_general_train_3dnn/3k39,8.08,0,0,0,0,0,0,0,0,0,0
3k3a,2/pdbbind2016_general_train_3dnn/3k3a,7.08,0,0,0,0,0,0,0,0,0,0
3k3b,2/pdbbind2016_general_train_3dnn/3k3b,6.7,0,0,0,0,0,0,0,0,0,0
3k3e,2/pdbbind2016_general_train_3dnn/3k3e,7.66,0,0,0,0,0,0,0,0,0,0
3k3g,2/pdbbind2016_general_train_3dnn/3k3g,2.85,0,0,0,0,0,0,0,0,0,0
3k3h,2/pdbbind2016_general_train_3dnn/3k3h,7.06,0,0,0,0,0,0,0,0,0,0
3k3i,2/pdbbind2016_general_train_3dnn/3k3i,5.72,0,0,0,0,0,0,0,0,0,0
3k3j,2/pdbbind2016_general_train_3dnn/3k3j,4.9,0,0,0,0,0,0,0,0,0,0
3k41,2/pdbbind2016_general_train_3dnn/3k41,0.82,0,0,0,0,0,0,0,0,0,0
3k48,2/pdbbind2016_general_train_3dnn/3k48,6.31,0,0,0,0,0,0,0,0,0,0
3k54,2/pdbbind2016_general_train_3dnn/3k54,9.0,0,0,0,0,0,0,0,0,0,0
3k5c,2/pdbbind2016_general_train_3dnn/3k5c,7.77,0,0,0,0,0,0,0,0,0,0
3k5d,2/pdbbind2016_general_train_3dnn/3k5d,7.28,0,0,0,0,0,0,0,0,0,0
3k5f,2/pdbbind2016_general_train_3dnn/3k5f,5.43,0,0,0,0,0,0,0,0,0,0
3k5g,2/pdbbind2016_general_train_3dnn/3k5g,8.6,0,0,0,0,0,0,0,0,0,0
3k5i,2/pdbbind2016_general_train_3dnn/3k5i,4.7,0,0,0,0,0,0,0,0,0,0
3k5k,2/pdbbind2016_general_train_3dnn/3k5k,7.64,0,0,0,0,0,0,0,0,0,0
3k5u,2/pdbbind2016_general_train_3dnn/3k5u,6.51,0,0,0,0,0,0,0,0,0,0
3k7f,2/pdbbind2016_general_train_3dnn/3k7f,7.7,0,0,0,0,0,0,0,0,0,0
3k83,2/pdbbind2016_general_train_3dnn/3k83,7.66,0,0,0,0,0,0,0,0,0,0
3k84,2/pdbbind2016_general_train_3dnn/3k84,8.52,0,0,0,0,0,0,0,0,0,0
3k8d,2/pdbbind2016_general_train_3dnn/3k8d,5.77,0,0,0,0,0,0,0,0,0,0
3k98,2/pdbbind2016_general_train_3dnn/3k98,9.0,0,0,0,0,0,0,0,0,0,0
3k9x,2/pdbbind2016_general_train_3dnn/3k9x,8.4,0,0,0,0,0,0,0,0,0,0
3ka2,2/pdbbind2016_general_train_3dnn/3ka2,6.62,0,0,0,0,0,0,0,0,0,0
3kab,2/pdbbind2016_general_train_3dnn/3kab,3.2,0,0,0,0,0,0,0,0,0,0
3kac,2/pdbbind2016_general_train_3dnn/3kac,3.13,0,0,0,0,0,0,0,0,0,0
3kaf,2/pdbbind2016_general_train_3dnn/3kaf,6.08,0,0,0,0,0,0,0,0,0,0
3kag,2/pdbbind2016_general_train_3dnn/3kag,5.18,0,0,0,0,0,0,0,0,0,0
3kah,2/pdbbind2016_general_train_3dnn/3kah,6.59,0,0,0,0,0,0,0,0,0,0
3kai,2/pdbbind2016_general_train_3dnn/3kai,5.41,0,0,0,0,0,0,0,0,0,0
3kb3,2/pdbbind2016_general_train_3dnn/3kb3,6.82,0,0,0,0,0,0,0,0,0,0
3kb7,2/pdbbind2016_general_train_3dnn/3kb7,8.15,0,0,0,0,0,0,0,0,0,0
3kba,2/pdbbind2016_general_train_3dnn/3kba,7.8,0,0,0,0,0,0,0,0,0,0
3kbz,2/pdbbind2016_general_train_3dnn/3kbz,6.91,0,0,0,0,0,0,0,0,0,0
3kc0,2/pdbbind2016_general_train_3dnn/3kc0,7.92,0,0,0,0,0,0,0,0,0,0
3kc1,2/pdbbind2016_general_train_3dnn/3kc1,9.0,0,0,0,0,0,0,0,0,0,0
3kc3,2/pdbbind2016_general_train_3dnn/3kc3,6.8,0,0,0,0,0,0,0,0,0,0
3kce,2/pdbbind2016_general_train_3dnn/3kce,4.8,0,0,0,0,0,0,0,0,0,0
3kcf,2/pdbbind2016_general_train_3dnn/3kcf,7.46,0,0,0,0,0,0,0,0,0,0
3kck,2/pdbbind2016_general_train_3dnn/3kck,9.1,0,0,0,0,0,0,0,0,0,0
3kd7,2/pdbbind2016_general_train_3dnn/3kd7,3.7,0,0,0,0,0,0,0,0,0,0
3kdt,2/pdbbind2016_general_train_3dnn/3kdt,6.59,0,0,0,0,0,0,0,0,0,0
3kdu,2/pdbbind2016_general_train_3dnn/3kdu,6.46,0,0,0,0,0,0,0,0,0,0
3kec,2/pdbbind2016_general_train_3dnn/3kec,7.24,0,0,0,0,0,0,0,0,0,0
3ked,2/pdbbind2016_general_train_3dnn/3ked,2.44,0,0,0,0,0,0,0,0,0,0
3kej,2/pdbbind2016_general_train_3dnn/3kej,7.12,0,0,0,0,0,0,0,0,0,0
3ken,2/pdbbind2016_general_train_3dnn/3ken,5.4,0,0,0,0,0,0,0,0,0,0
3kf4,2/pdbbind2016_general_train_3dnn/3kf4,9.3,0,0,0,0,0,0,0,0,0,0
3kf7,2/pdbbind2016_general_train_3dnn/3kf7,7.4,0,0,0,0,0,0,0,0,0,0
3kfa,2/pdbbind2016_general_train_3dnn/3kfa,7.6,0,0,0,0,0,0,0,0,0,0
3kfc,2/pdbbind2016_general_train_3dnn/3kfc,8.55,0,0,0,0,0,0,0,0,0,0
3kfn,2/pdbbind2016_general_train_3dnn/3kfn,4.74,0,0,0,0,0,0,0,0,0,0
3kga,2/pdbbind2016_general_train_3dnn/3kga,7.21,0,0,0,0,0,0,0,0,0,0
3khj,2/pdbbind2016_general_train_3dnn/3khj,7.55,0,0,0,0,0,0,0,0,0,0
3khv,2/pdbbind2016_general_train_3dnn/3khv,1.85,0,0,0,0,0,0,0,0,0,0
3kid,2/pdbbind2016_general_train_3dnn/3kid,3.18,0,0,0,0,0,0,0,0,0,0
3kig,2/pdbbind2016_general_train_3dnn/3kig,6.61,0,0,0,0,0,0,0,0,0,0
3kjf,2/pdbbind2016_general_train_3dnn/3kjf,4.87,0,0,0,0,0,0,0,0,0,0
3kjn,2/pdbbind2016_general_train_3dnn/3kjn,5.19,0,0,0,0,0,0,0,0,0,0
3kjq,2/pdbbind2016_general_train_3dnn/3kjq,5.88,0,0,0,0,0,0,0,0,0,0
3kl6,2/pdbbind2016_general_train_3dnn/3kl6,8.46,0,0,0,0,0,0,0,0,0,0
3kl8,2/pdbbind2016_general_train_3dnn/3kl8,6.92,0,0,0,0,0,0,0,0,0,0
3km4,2/pdbbind2016_general_train_3dnn/3km4,8.89,0,0,0,0,0,0,0,0,0,0
3kmm,2/pdbbind2016_general_train_3dnn/3kmm,9.7,0,0,0,0,0,0,0,0,0,0
3kn0,2/pdbbind2016_general_train_3dnn/3kn0,3.6,0,0,0,0,0,0,0,0,0,0
3koo,2/pdbbind2016_general_train_3dnn/3koo,7.82,0,0,0,0,0,0,0,0,0,0
3kpu,2/pdbbind2016_general_train_3dnn/3kpu,3.16,0,0,0,0,0,0,0,0,0,0
3kpv,2/pdbbind2016_general_train_3dnn/3kpv,3.74,0,0,0,0,0,0,0,0,0,0
3kpw,2/pdbbind2016_general_train_3dnn/3kpw,4.85,0,0,0,0,0,0,0,0,0,0
3kqa,2/pdbbind2016_general_train_3dnn/3kqa,4.85,0,0,0,0,0,0,0,0,0,0
3kqb,2/pdbbind2016_general_train_3dnn/3kqb,9.3,0,0,0,0,0,0,0,0,0,0
3kqc,2/pdbbind2016_general_train_3dnn/3kqc,8.66,0,0,0,0,0,0,0,0,0,0
3kqd,2/pdbbind2016_general_train_3dnn/3kqd,9.4,0,0,0,0,0,0,0,0,0,0
3kqe,2/pdbbind2016_general_train_3dnn/3kqe,8.09,0,0,0,0,0,0,0,0,0,0
3kqm,2/pdbbind2016_general_train_3dnn/3kqm,3.77,0,0,0,0,0,0,0,0,0,0
3kqo,2/pdbbind2016_general_train_3dnn/3kqo,3.85,0,0,0,0,0,0,0,0,0,0
3kqp,2/pdbbind2016_general_train_3dnn/3kqp,3.42,0,0,0,0,0,0,0,0,0,0
3kqs,2/pdbbind2016_general_train_3dnn/3kqs,5.2,0,0,0,0,0,0,0,0,0,0
3kqt,2/pdbbind2016_general_train_3dnn/3kqt,5.34,0,0,0,0,0,0,0,0,0,0
3kqw,2/pdbbind2016_general_train_3dnn/3kqw,4.01,0,0,0,0,0,0,0,0,0,0
3kr0,2/pdbbind2016_general_train_3dnn/3kr0,4.7,0,0,0,0,0,0,0,0,0,0
3kr1,2/pdbbind2016_general_train_3dnn/3kr1,5.74,0,0,0,0,0,0,0,0,0,0
3kr2,2/pdbbind2016_general_train_3dnn/3kr2,5.14,0,0,0,0,0,0,0,0,0,0
3kr5,2/pdbbind2016_general_train_3dnn/3kr5,7.89,0,0,0,0,0,0,0,0,0,0
3krd,2/pdbbind2016_general_train_3dnn/3krd,8.17,0,0,0,0,0,0,0,0,0,0
3krj,2/pdbbind2016_general_train_3dnn/3krj,8.96,0,0,0,0,0,0,0,0,0,0
3krl,2/pdbbind2016_general_train_3dnn/3krl,9.1,0,0,0,0,0,0,0,0,0,0
3krr,2/pdbbind2016_general_train_3dnn/3krr,9.32,0,0,0,0,0,0,0,0,0,0
3krw,2/pdbbind2016_general_train_3dnn/3krw,7.38,0,0,0,0,0,0,0,0,0,0
3krx,2/pdbbind2016_general_train_3dnn/3krx,7.38,0,0,0,0,0,0,0,0,0,0
3kry,2/pdbbind2016_general_train_3dnn/3kry,10.0,0,0,0,0,0,0,0,0,0,0
3ksl,2/pdbbind2016_general_train_3dnn/3ksl,4.52,0,0,0,0,0,0,0,0,0,0
3ksq,2/pdbbind2016_general_train_3dnn/3ksq,9.42,0,0,0,0,0,0,0,0,0,0
3ktr,2/pdbbind2016_general_train_3dnn/3ktr,6.15,0,0,0,0,0,0,0,0,0,0
3kvw,2/pdbbind2016_general_train_3dnn/3kvw,6.89,0,0,0,0,0,0,0,0,0,0
3kvx,2/pdbbind2016_general_train_3dnn/3kvx,6.83,0,0,0,0,0,0,0,0,0,0
3kw9,2/pdbbind2016_general_train_3dnn/3kw9,9.0,0,0,0,0,0,0,0,0,0,0
3kwb,2/pdbbind2016_general_train_3dnn/3kwb,7.77,0,0,0,0,0,0,0,0,0,0
3kwf,2/pdbbind2016_general_train_3dnn/3kwf,8.17,0,0,0,0,0,0,0,0,0,0
3kwj,2/pdbbind2016_general_train_3dnn/3kwj,9.3,0,0,0,0,0,0,0,0,0,0
3kwz,2/pdbbind2016_general_train_3dnn/3kwz,8.4,0,0,0,0,0,0,0,0,0,0
3kx1,2/pdbbind2016_general_train_3dnn/3kx1,7.0,0,0,0,0,0,0,0,0,0,0
3kxz,2/pdbbind2016_general_train_3dnn/3kxz,7.46,0,0,0,0,0,0,0,0,0,0
3kyf,2/pdbbind2016_general_train_3dnn/3kyf,6.78,0,0,0,0,0,0,0,0,0,0
3kyg,2/pdbbind2016_general_train_3dnn/3kyg,7.46,0,0,0,0,0,0,0,0,0,0
3kze,2/pdbbind2016_general_train_3dnn/3kze,3.95,0,0,0,0,0,0,0,0,0,0
3l08,2/pdbbind2016_general_train_3dnn/3l08,10.22,0,0,0,0,0,0,0,0,0,0
3l0e,2/pdbbind2016_general_train_3dnn/3l0e,8.0,0,0,0,0,0,0,0,0,0,0
3l0k,2/pdbbind2016_general_train_3dnn/3l0k,4.62,0,0,0,0,0,0,0,0,0,0
3l0n,2/pdbbind2016_general_train_3dnn/3l0n,2.77,0,0,0,0,0,0,0,0,0,0
3l16,2/pdbbind2016_general_train_3dnn/3l16,7.48,0,0,0,0,0,0,0,0,0,0
3l17,2/pdbbind2016_general_train_3dnn/3l17,8.28,0,0,0,0,0,0,0,0,0,0
3l1n,2/pdbbind2016_general_train_3dnn/3l1n,5.63,0,0,0,0,0,0,0,0,0,0
3l1s,2/pdbbind2016_general_train_3dnn/3l1s,8.7,0,0,0,0,0,0,0,0,0,0
3l2y,2/pdbbind2016_general_train_3dnn/3l2y,4.49,0,0,0,0,0,0,0,0,0,0
3l3a,2/pdbbind2016_general_train_3dnn/3l3a,6.38,0,0,0,0,0,0,0,0,0,0
3l3q,2/pdbbind2016_general_train_3dnn/3l3q,7.27,0,0,0,0,0,0,0,0,0,0
3l3x,2/pdbbind2016_general_train_3dnn/3l3x,6.15,0,0,0,0,0,0,0,0,0,0
3l3z,2/pdbbind2016_general_train_3dnn/3l3z,4.87,0,0,0,0,0,0,0,0,0,0
3l4t,2/pdbbind2016_general_train_3dnn/3l4t,5.42,0,0,0,0,0,0,0,0,0,0
3l54,2/pdbbind2016_general_train_3dnn/3l54,8.15,0,0,0,0,0,0,0,0,0,0
3l58,2/pdbbind2016_general_train_3dnn/3l58,8.1,0,0,0,0,0,0,0,0,0,0
3l5b,2/pdbbind2016_general_train_3dnn/3l5b,3.91,0,0,0,0,0,0,0,0,0,0
3l5c,2/pdbbind2016_general_train_3dnn/3l5c,5.15,0,0,0,0,0,0,0,0,0,0
3l5d,2/pdbbind2016_general_train_3dnn/3l5d,4.11,0,0,0,0,0,0,0,0,0,0
3l5e,2/pdbbind2016_general_train_3dnn/3l5e,7.57,0,0,0,0,0,0,0,0,0,0
3l5f,2/pdbbind2016_general_train_3dnn/3l5f,6.22,0,0,0,0,0,0,0,0,0,0
3l5r,2/pdbbind2016_general_train_3dnn/3l5r,7.42,0,0,0,0,0,0,0,0,0,0
3l6f,2/pdbbind2016_general_train_3dnn/3l6f,6.99,0,0,0,0,0,0,0,0,0,0
3l6x,2/pdbbind2016_general_train_3dnn/3l6x,4.4,0,0,0,0,0,0,0,0,0,0
3l79,2/pdbbind2016_general_train_3dnn/3l79,2.46,0,0,0,0,0,0,0,0,0,0
3l7a,2/pdbbind2016_general_train_3dnn/3l7a,4.33,0,0,0,0,0,0,0,0,0,0
3l7b,2/pdbbind2016_general_train_3dnn/3l7b,2.4,0,0,0,0,0,0,0,0,0,0
3l7d,2/pdbbind2016_general_train_3dnn/3l7d,2.18,0,0,0,0,0,0,0,0,0,0
3l7g,2/pdbbind2016_general_train_3dnn/3l7g,3.3,0,0,0,0,0,0,0,0,0,0
3l8s,2/pdbbind2016_general_train_3dnn/3l8s,7.0,0,0,0,0,0,0,0,0,0,0
3l8x,2/pdbbind2016_general_train_3dnn/3l8x,8.0,0,0,0,0,0,0,0,0,0,0
3l9h,2/pdbbind2016_general_train_3dnn/3l9h,8.1,0,0,0,0,0,0,0,0,0,0
3l9l,2/pdbbind2016_general_train_3dnn/3l9l,6.78,0,0,0,0,0,0,0,0,0,0
3l9m,2/pdbbind2016_general_train_3dnn/3l9m,7.3,0,0,0,0,0,0,0,0,0,0
3l9n,2/pdbbind2016_general_train_3dnn/3l9n,8.07,0,0,0,0,0,0,0,0,0,0
3lau,2/pdbbind2016_general_train_3dnn/3lau,4.52,0,0,0,0,0,0,0,0,0,0
3lbj,2/pdbbind2016_general_train_3dnn/3lbj,4.96,0,0,0,0,0,0,0,0,0,0
3lbz,2/pdbbind2016_general_train_3dnn/3lbz,3.86,0,0,0,0,0,0,0,0,0,0
